gene_id	locus_tag	start	end	strand	product	go	genome_id	accession	gene_name
cds-WP_000977737.1	USA300HOU_RS12450	2416585	2417985	-	Na+/H+ antiporter NhaC	sodium ion transport|0006814||IEA,proton transmembrane transport|1902600||IEA	TCH1516	NC_010079.1	nhaC
cds-WP_000684567.1	USA300HOU_RS12455	2418080	2419162	-	NAD/NADP-dependent octopine/nopaline dehydrogenase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12455
cds-WP_000206108.1	USA300HOU_RS12460	2419410	2419832	+	DUF4870 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12460
cds-WP_000737705.1	USA300HOU_RS12465	2420069	2420569	+	CHAP domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12465
cds-WP_000417016.1	USA300HOU_RS12475	2420931	2421884	+	2-hydroxyacid dehydrogenase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12475
cds-WP_000684141.1	USA300HOU_RS12480	2421976	2423100	-	FAD-dependent monooxygenase	None	TCH1516	NC_010079.1	USA300HOU_RS12480
cds-WP_000739224.1	USA300HOU_RS12485	2423411	2424187	-	N-acetylglucosaminidase	None	TCH1516	NC_010079.1	USA300HOU_RS12485
cds-WP_000921246.1	USA300HOU_RS12490	2424209	2424442	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12490
cds-WP_000840811.1	USA300HOU_RS12495	2424670	2425143	-	DUF1641 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12495
cds-WP_001155264.1	USA300HOU_RS12500	2425143	2428097	-	formate dehydrogenase subunit alpha	formate metabolic process|0015942||IEA	TCH1516	NC_010079.1	fdhF
cds-WP_000831055.1	USA300HOU_RS12505	2428699	2429646	-	LCP family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12505
cds-WP_000130454.1	USA300HOU_RS12510	2429779	2430576	-	inositol monophosphatase	None	TCH1516	NC_010079.1	USA300HOU_RS12510
cds-WP_001030125.1	USA300HOU_RS12515	2430961	2431653	+	YafY family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12515
gene-USA300HOU_RS15825	USA300HOU_RS15825	2431850	2432209	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS15825
cds-USA300HOU_RS15825	USA300HOU_RS15825	2431850	2432209	+	transposase	None	TCH1516	NC_010079.1	USA300HOU_RS15825
cds-WP_000426696.1	USA300HOU_RS12525	2432300	2433037	-	CPBP family intramembrane glutamic endopeptidase SdpB	None	TCH1516	NC_010079.1	sdpB
cds-WP_000606726.1	USA300HOU_RS12530	2433086	2433415	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12530
cds-WP_000073195.1	USA300HOU_RS12535	2433860	2434732	+	MurR/RpiR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12535
cds-WP_000429674.1	USA300HOU_RS12540	2435119	2436498	-	amino acid permease	None	TCH1516	NC_010079.1	USA300HOU_RS12540
cds-WP_000917664.1	USA300HOU_RS12545	2436778	2437134	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12545
cds-WP_000205307.1	USA300HOU_RS12550	2437131	2437316	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12550
cds-WP_000971980.1	USA300HOU_RS12555	2437412	2437603	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12555
cds-WP_000285450.1	USA300HOU_RS12560	2437614	2438249	-	HAD family hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS12560
cds-WP_000486816.1	USA300HOU_RS12565	2438324	2439241	-	bile acid:sodium symporter family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12565
cds-WP_000904065.1	USA300HOU_RS12570	2439509	2440039	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12570
cds-WP_000991502.1	USA300HOU_RS12575	2440105	2441709	-	alpha-glucoside-specific PTS transporter subunit IIBC	None	TCH1516	NC_010079.1	USA300HOU_RS12575
cds-WP_000477992.1	USA300HOU_RS12580	2442039	2442803	+	MurR/RpiR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12580
cds-WP_001051556.1	USA300HOU_RS12585	2442861	2443367	-	SRPBCC domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12585
cds-WP_000451837.1	USA300HOU_RS12590	2443534	2444847	-	Na+/H+ antiporter NhaC family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12590
id-NC_010079.1:2444924..2445019	None	2444924	2445019	-	None	None	TCH1516	NC_010079.1	None
cds-WP_001185193.1	USA300HOU_RS12595	2445072	2445641	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12595
cds-WP_000730043.1	USA300HOU_RS12600	2446128	2447009	-	SDR family oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS12600
cds-WP_000523151.1	USA300HOU_RS12605	2447120	2448241	-	M20 peptidase aminoacylase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12605
cds-WP_000998767.1	USA300HOU_RS12610	2448518	2449756	-	imidazolonepropionase	histidine catabolic process|0006548||IEA	TCH1516	NC_010079.1	hutI
cds-WP_001226823.1	USA300HOU_RS12615	2449756	2451417	-	urocanate hydratase	histidine catabolic process|0006548||IEA	TCH1516	NC_010079.1	hutU
cds-WP_000691839.1	USA300HOU_RS12620	2451577	2452461	+	LysR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12620
cds-WP_000920239.1	USA300HOU_RS12625	2452583	2453002	+	FosB1/FosB3 family fosfomycin resistance bacillithiol transferase	None	TCH1516	NC_010079.1	USA300HOU_RS12625
cds-WP_000277968.1	USA300HOU_RS12630	2453258	2454193	-	formimidoylglutamase	histidine catabolic process to glutamate and formamide|0019556||IEA	TCH1516	NC_010079.1	hutG
cds-WP_000794442.1	USA300HOU_RS12635	2454483	2455742	+	CPBP family intramembrane glutamic endopeptidase SdpC	None	TCH1516	NC_010079.1	sdpC
cds-WP_000655864.1	USA300HOU_RS12640	2455808	2456494	-	ribose 5-phosphate isomerase A	None	TCH1516	NC_010079.1	USA300HOU_RS12640
cds-WP_000623452.1	USA300HOU_RS12645	2456668	2457321	+	MOSC domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12645
cds-WP_000634685.1	USA300HOU_RS12655	2457557	2458576	-	aldose epimerase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12655
cds-WP_000966695.1	USA300HOU_RS12660	2458606	2458932	-	YnfA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12660
cds-WP_001789152.1	USA300HOU_RS15525	2458981	2459166	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15525
cds-WP_000548707.1	USA300HOU_RS12665	2459150	2460382	-	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS12665
cds-WP_000524836.1	USA300HOU_RS12670	2460375	2461274	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS12670
cds-WP_000436818.1	USA300HOU_RS12675	2461505	2462152	-	DUF805 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12675
cds-WP_000348300.1	USA300HOU_RS12680	2462551	2463159	+	DNA-3-methyladenine glycosylase	None	TCH1516	NC_010079.1	USA300HOU_RS12680
cds-WP_000571584.1	USA300HOU_RS12685	2463496	2464704	+	sodium/glutamate symporter	L-glutamate transmembrane transport|0015813||IEA	TCH1516	NC_010079.1	gltS
cds-WP_001279381.1	USA300HOU_RS12690	2464752	2465801	-	type 2 isopentenyl-diphosphate Delta-isomerase	isoprenoid biosynthetic process|0008299||IEA	TCH1516	NC_010079.1	fni
cds-WP_001185431.1	USA300HOU_RS12695	2465832	2466779	-	magnesium/cobalt transporter CorA	cobalt ion transport|0006824||IEA,magnesium ion transport|0015693||IEA	TCH1516	NC_010079.1	corA
cds-WP_000234728.1	USA300HOU_RS12700	2466876	2467367	+	thioesterase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12700
cds-WP_000128656.1	USA300HOU_RS12705	2467364	2467783	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12705
cds-WP_000620864.1	USA300HOU_RS12710	2467891	2468811	-	alpha/beta hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS12710
cds-WP_000184227.1	USA300HOU_RS12715	2469019	2469657	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12715
cds-WP_000213873.1	USA300HOU_RS12720	2469903	2471834	-	DHA2 family efflux MFS transporter permease subunit	xenobiotic transmembrane transport|0006855||IEA,response to xenobiotic stimulus|0009410||IEA	TCH1516	NC_010079.1	USA300HOU_RS12720
cds-WP_000738247.1	USA300HOU_RS12725	2471847	2472494	-	HlyD family efflux transporter periplasmic adaptor subunit	None	TCH1516	NC_010079.1	USA300HOU_RS12725
cds-WP_000828570.1	USA300HOU_RS12730	2472615	2473166	+	TetR/AcrR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12730
cds-WP_000999131.1	USA300HOU_RS12735	2473396	2474604	-	multidrug effflux MFS transporter	None	TCH1516	NC_010079.1	USA300HOU_RS12735
cds-WP_001790052.1	USA300HOU_RS12740	2474714	2474842	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12740
cds-WP_000833797.1	USA300HOU_RS12745	2474873	2476255	-	glycopeptide resistance protein TcaA	None	TCH1516	NC_010079.1	USA300HOU_RS12745
cds-WP_000238542.1	USA300HOU_RS12755	2476495	2476950	-	MarR family transcriptional regulator	regulation of DNA-templated transcription|0006355||IEA	TCH1516	NC_010079.1	USA300HOU_RS12755
cds-WP_001549718.1	USA300HOU_RS12760	2477145	2478113	+	YdcF family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12760
gene-USA300HOU_RS12765	USA300HOU_RS12765	2478574	2479076	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS12765
cds-USA300HOU_RS12765	USA300HOU_RS12765	2478574	2479076	+	transposase	transposition%2C DNA-mediated|0006313||IEA	TCH1516	NC_010079.1	USA300HOU_RS12765
cds-WP_001229911.1	USA300HOU_RS12770	2479184	2479849	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS12770
cds-WP_000761395.1	USA300HOU_RS12775	2479849	2480904	-	ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS12775
cds-WP_000249497.1	USA300HOU_RS12780	2481040	2481714	+	DNA-binding heme response regulator HssR	None	TCH1516	NC_010079.1	hssR
cds-WP_000477329.1	USA300HOU_RS12785	2481707	2483080	+	heme sensor histidine kinase HssS	None	TCH1516	NC_010079.1	hssS
cds-WP_000977037.1	USA300HOU_RS12790	2483243	2483686	+	LytTR family DNA-binding domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12790
cds-WP_000793169.1	USA300HOU_RS12795	2483683	2484138	+	DUF3021 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12795
cds-WP_000211359.1	USA300HOU_RS12800	2484204	2485682	-	malate dehydrogenase (quinone)	tricarboxylic acid cycle|0006099||IEA	TCH1516	NC_010079.1	mqo
cds-WP_000960852.1	USA300HOU_RS12805	2486063	2487661	-	L-lactate permease	None	TCH1516	NC_010079.1	USA300HOU_RS12805
cds-WP_000595298.1	USA300HOU_RS12810	2487978	2489651	+	CDP-glycerol glycerophosphotransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12810
cds-WP_000827000.1	USA300HOU_RS12815	2489804	2490433	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12815
cds-WP_000907311.1	USA300HOU_RS12820	2490747	2491262	-	N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS12820
cds-WP_000573242.1	USA300HOU_RS12825	2491453	2492457	+	oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS12825
cds-WP_000241602.1	USA300HOU_RS12830	2492503	2492904	-	GNAT family N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS12830
cds-WP_000655971.1	USA300HOU_RS12835	2492940	2493974	-	NAD(P)/FAD-dependent oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS12835
cds-WP_001789934.1	USA300HOU_RS12840	2493985	2494101	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12840
cds-WP_001253464.1	USA300HOU_RS12845	2494206	2494637	-	DUF2871 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12845
cds-WP_001020023.1	USA300HOU_RS12855	2494844	2496121	-	YhgE/Pip domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12855
cds-WP_000656771.1	USA300HOU_RS12860	2496282	2496905	+	TetR/AcrR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12860
cds-WP_000633068.1	USA300HOU_RS12865	2496951	2497895	+	magnesium transporter CorA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12865
cds-WP_001108126.1	USA300HOU_RS12870	2497981	2499423	-	sucrose-specific PTS transporter subunit IIBC	phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA	TCH1516	NC_010079.1	USA300HOU_RS12870
cds-WP_000664394.1	USA300HOU_RS12875	2499606	2499989	+	YbgA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12875
cds-WP_000128366.1	USA300HOU_RS12880	2501477	2503582	+	AraC family transcriptional regulator Rsp	regulation of DNA-templated transcription|0006355||IEA	TCH1516	NC_010079.1	rsp
cds-WP_000071901.1	USA300HOU_RS12885	2503653	2504075	+	pyridoxamine 5'-phosphate oxidase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12885
cds-WP_000727328.1	USA300HOU_RS12890	2504340	2504696	+	DUF4889 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12890
cds-WP_001173165.1	USA300HOU_RS12895	2505100	2506377	-	cation:dicarboxylase symporter family transporter	None	TCH1516	NC_010079.1	USA300HOU_RS12895
cds-WP_000727537.1	USA300HOU_RS12900	2506559	2506924	-	DUF3139 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12900
cds-WP_000289213.1	USA300HOU_RS12905	2507322	2507768	+	MarR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12905
cds-WP_011443657.1	USA300HOU_RS12910	2507984	2508412	+	Hsp20/alpha crystallin family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12910
cds-WP_000278558.1	USA300HOU_RS12915	2508519	2509688	-	nitrate/nitrite transporter	None	TCH1516	NC_010079.1	USA300HOU_RS12915
gene-USA300HOU_RS12920	USA300HOU_RS12920	2510058	2510972	+	None	None	TCH1516	NC_010079.1	USA300HOU_RS12920
cds-USA300HOU_RS12920	USA300HOU_RS12920	2510058	2510972	+	DUF2268 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS12920
cds-WP_000332063.1	USA300HOU_RS12925	2510951	2511691	+	MerR family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS12925
cds-WP_000706315.1	USA300HOU_RS12930	2511949	2512602	-	nitrate respiration regulation response regulator NreC	None	TCH1516	NC_010079.1	nreC
cds-WP_000606546.1	USA300HOU_RS12935	2512625	2513659	-	nitrate respiration regulation sensor histidine kinase NreB	None	TCH1516	NC_010079.1	nreB
cds-WP_000186933.1	USA300HOU_RS12940	2513683	2514135	-	nitrate respiration regulation accessory nitrate sensor NreA	None	TCH1516	NC_010079.1	nreA
cds-WP_000934151.1	USA300HOU_RS12945	2514155	2514832	-	respiratory nitrate reductase subunit gamma	anaerobic electron transport chain|0019645||IEA	TCH1516	NC_010079.1	narI
cds-WP_000606768.1	USA300HOU_RS12950	2514825	2515400	-	nitrate reductase molybdenum cofactor assembly chaperone	chaperone-mediated protein complex assembly|0051131||IEA	TCH1516	NC_010079.1	narJ
cds-WP_000692645.1	USA300HOU_RS12955	2515393	2516952	-	nitrate reductase subunit beta	anaerobic respiration|0009061||IEA	TCH1516	NC_010079.1	narH
cds-WP_000514391.1	USA300HOU_RS12960	2516942	2520631	-	nitrate reductase subunit alpha	anaerobic respiration|0009061||IEA	TCH1516	NC_010079.1	USA300HOU_RS12960
cds-WP_000109968.1	USA300HOU_RS12965	2520940	2521917	-	uroporphyrinogen-III C-methyltransferase	siroheme biosynthetic process|0019354||IEA	TCH1516	NC_010079.1	cobA
cds-WP_000448222.1	USA300HOU_RS12970	2521908	2522222	-	nitrite reductase small subunit NirD	None	TCH1516	NC_010079.1	nirD
cds-WP_001118736.1	USA300HOU_RS12975	2522226	2524631	-	nitrite reductase large subunit NirB	nitrate assimilation|0042128||IEA	TCH1516	NC_010079.1	nirB
cds-WP_001014062.1	USA300HOU_RS12980	2524697	2525428	-	sirohydrochlorin chelatase	None	TCH1516	NC_010079.1	USA300HOU_RS12980
cds-WP_000169317.1	USA300HOU_RS12985	2525658	2526194	-	GNAT family N-acetyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS12985
cds-WP_000572040.1	USA300HOU_RS12990	2526427	2527251	-	formate/nitrite transporter family protein	None	TCH1516	NC_010079.1	USA300HOU_RS12990
cds-WP_000230294.1	USA300HOU_RS12995	2527468	2527650	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS12995
cds-WP_000153344.1	USA300HOU_RS13000	2527734	2528201	-	SRPBCC domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS13000
cds-WP_000727762.1	USA300HOU_RS13005	2528387	2529937	-	zinc ABC transporter substrate-binding lipoprotein AdcA	None	TCH1516	NC_010079.1	adcA
gene-USA300HOU_RS15830	USA300HOU_RS15830	2530126	2530197	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS15830
cds-USA300HOU_RS15830	USA300HOU_RS15830	2530126	2530197	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15830
cds-WP_000113262.1	USA300HOU_RS13010	2530232	2530498	-	Txe/YoeB family addiction module toxin	cell death|0008219||IEA	TCH1516	NC_010079.1	USA300HOU_RS13010
cds-WP_000584502.1	USA300HOU_RS13015	2530498	2530749	-	type II toxin-antitoxin system Phd/YefM family antitoxin	None	TCH1516	NC_010079.1	USA300HOU_RS13015
cds-WP_001791744.1	USA300HOU_RS13020	2530914	2531015	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS13020
cds-WP_000162813.1	USA300HOU_RS13025	2531022	2531621	-	DsbA family protein	None	TCH1516	NC_010079.1	USA300HOU_RS13025
cds-WP_000819847.1	USA300HOU_RS13030	2531640	2531999	-	DUF4467 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS13030
cds-WP_001012222.1	USA300HOU_RS13035	2532254	2533504	+	FemA/FemB family glycyltransferase FmhA	None	TCH1516	NC_010079.1	fmhA
cds-WP_000615461.1	USA300HOU_RS13040	2533601	2534332	-	amino acid ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS13040
cds-WP_000479576.1	USA300HOU_RS13045	2534329	2535048	-	amino acid ABC transporter permease	None	TCH1516	NC_010079.1	USA300HOU_RS13045
cds-WP_000825929.1	USA300HOU_RS13050	2535029	2535808	-	transporter substrate-binding domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS13050
cds-WP_000038961.1	USA300HOU_RS13055	2535929	2537368	-	multidrug efflux MFS transporter MdeA	None	TCH1516	NC_010079.1	mdeA
cds-WP_000762708.1	USA300HOU_RS13065	2537542	2537646	+	putative metal homeostasis protein	None	TCH1516	NC_010079.1	USA300HOU_RS13065
cds-WP_001125208.1	USA300HOU_RS13070	2537800	2538486	-	2%2C3-diphosphoglycerate-dependent phosphoglycerate mutase	None	TCH1516	NC_010079.1	USA300HOU_RS13070
cds-WP_000019127.1	USA300HOU_RS13075	2538813	2539679	-	cation diffusion facilitator family transporter	None	TCH1516	NC_010079.1	USA300HOU_RS13075
cds-WP_001789935.1	USA300HOU_RS13080	2540232	2540336	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS13080
cds-WP_000792564.1	USA300HOU_RS13085	2540431	2541741	+	immunoglobulin-binding protein Sbi	None	TCH1516	NC_010079.1	sbi
cds-WP_000594519.1	USA300HOU_RS13095	2542277	2543206	+	bi-component gamma-hemolysin HlgAB subunit A	None	TCH1516	NC_010079.1	hlgA
cds-WP_000916713.1	USA300HOU_RS13100	2543773	2544720	+	bi-component gamma-hemolysin HlgCB subunit C	None	TCH1516	NC_010079.1	hlgC
cds-WP_000783428.1	USA300HOU_RS13105	2544722	2545699	+	bi-component gamma-hemolysin HlgAB/HlgCB subunit B	None	TCH1516	NC_010079.1	hlgB
cds-WP_000200948.1	USA300HOU_RS13110	2545751	2546218	-	QueT transporter family protein	None	TCH1516	NC_010079.1	USA300HOU_RS13110
cds-WP_000286875.1	USA300HOU_RS13115	2546229	2546921	-	6-carboxyhexanoate--CoA ligase	None	TCH1516	NC_010079.1	USA300HOU_RS13115
cds-WP_000671751.1	USA300HOU_RS13120	2546932	2548047	-	pyridoxal phosphate-dependent aminotransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS13120
cds-WP_001046646.1	USA300HOU_RS13125	2548025	2549032	-	biotin synthase BioB	biotin biosynthetic process|0009102||IEA	TCH1516	NC_010079.1	bioB
cds-WP_001110064.1	USA300HOU_RS13130	2549034	2550392	-	adenosylmethionine--8-amino-7-oxononanoate transaminase	biotin biosynthetic process|0009102||IEA	TCH1516	NC_010079.1	bioA
cds-WP_001217917.1	USA300HOU_RS13135	2550370	2551056	-	dethiobiotin synthase	biotin biosynthetic process|0009102||IEA	TCH1516	NC_010079.1	bioD
cds-WP_001790576.1	USA300HOU_RS13140	2551110	2551277	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS13140
cds-WP_000486494.1	USA300HOU_RS13150	2551508	2553241	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS13150
cds-WP_001064838.1	USA300HOU_RS13155	2553266	2555029	-	ABC transporter ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS13155
cds-WP_000482650.1	USA300HOU_RS13165	2555657	2555764	-	type I toxin-antitoxin system Fst family toxin	None	TCH1516	NC_010079.1	USA300HOU_RS13165
cds-WP_000779358.1	USA300HOU_RS13170	2555898	2556284	-	flippase GtxA	None	TCH1516	NC_010079.1	gtxA
cds-WP_001176863.1	USA300HOU_RS13175	2556552	2557694	+	glycerate kinase	None	TCH1516	NC_010079.1	USA300HOU_RS13175
cds-WP_000831298.1	USA300HOU_RS13180	2557754	2558413	+	membrane protein	None	TCH1516	NC_010079.1	USA300HOU_RS13180
cds-WP_001192075.1	USA300HOU_RS13185	2558595	2559806	+	multidrug effflux MFS transporter	None	TCH1516	NC_010079.1	USA300HOU_RS13185
cds-WP_000456489.1	USA300HOU_RS13190	2559929	2560402	-	GyrI-like domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS13190
cds-WP_001080281.1	USA300HOU_RS13195	2560515	2561171	+	C39 family peptidase	None	TCH1516	NC_010079.1	USA300HOU_RS13195
cds-WP_000690197.1	USA300HOU_RS13200	2561234	2562040	-	metallophosphoesterase	None	TCH1516	NC_010079.1	USA300HOU_RS13200
cds-WP_000101538.1	USA300HOU_RS13205	2562326	2563735	+	amino acid permease	None	TCH1516	NC_010079.1	USA300HOU_RS13205
cds-WP_001185692.1	USA300HOU_RS13210	2563873	2565951	+	sodium:proton antiporter	None	TCH1516	NC_010079.1	USA300HOU_RS13210
cds-WP_000483049.1	USA300HOU_RS13220	2566091	2567920	-	APC family permease	None	TCH1516	NC_010079.1	USA300HOU_RS13220
cds-WP_000208576.1	USA300HOU_RS13230	2568152	2569648	+	serine hydrolase domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS13230
cds-WP_000034507.1	USA300HOU_RS13235	2569740	2570591	-	NAD(P)-dependent oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS13235
cds-WP_000684056.1	USA300HOU_RS13245	2570913	2571848	-	2-dehydropantoate 2-reductase	None	TCH1516	NC_010079.1	USA300HOU_RS13245
